"DET","L","Lmax","DIV","ENTR","LAM","TT","Vmax","VENTR","MRT","RTE","NMPRT","TREND","out"
-0.98807650602016,-0.700329065011342,-0.670047066901823,0.859054908535291,-0.925518533552882,-0.894592806469028,-0.58314425446076,-0.624121956922069,-1.21883926484697,-0.585903563091594,-0.342541944732593,0.667005396796473,0.754740697292697,"0"
0.0919321740217187,-0.180184045235022,-0.498605768807389,0.365540870585643,0.0239289403348527,-0.150505228162816,0.035311132343405,-0.00400821942927807,0.482624497861719,-0.11337587751334,0.246702128906389,0.26251576579266,-0.0568949464411839,"0"
0.854305491649745,0.735722219424851,0.872924615948086,-1.21370405085323,1.01205999920595,1.20387323435773,0.494273739154778,1.2362192555563,0.945530130814369,0.871415994674181,0.823820072124475,-0.771179957883752,-2.15133536510975,"0"
1.63804236839426,1.82457163606925,2.07301370260913,-1.65338019375383,1.94480972455644,1.58955948457888,0.990802106547339,0.926162386809909,1.24641385710833,1.07016563053314,0.307383317256451,-0.427976634607789,0.211647087338698,"0"
1.06308360961029,0.905414755680543,2.24445500070356,-1.69434380955202,0.914299035152299,1.44581236631631,0.679561978446388,2.47644673054189,1.01311864074239,1.04192498221481,1.70017797846305,-1.22674151199411,-1.74538374350649,"0"
0.936394013670118,0.480857715227531,0.872924615948086,-1.21370405085323,0.777948844422933,0.860150893316241,1.0550921937402,1.2362192555563,1.75378192019489,0.692254843667994,0.938719221668768,-1.0939545119171,-0.4856428688458,"0"
1.47087752170775,1.03887281865143,0.187159423570349,-0.711217030395407,1.47002886262161,1.36957570789401,0.890695489967117,0.461077083690315,1.77249343993448,1.50733980368492,1.92102359006005,-1.23695589661542,-0.303885691236324,"0"
1.53018393341702,0.430636048226675,0.358600721664783,-0.868244224288477,0.816461294630522,1.71534654106602,0.545872115837645,-0.00400821942927807,1.5361960514478,1.64838563773971,1.77793169215435,-1.49844414292091,1.32081729929862,"0"
1.19158494359074,0.453662324872783,-0.15572317261852,-0.292477846680554,0.858393453240735,1.55518377714896,0.610231096707859,0.306048649317118,1.57822488568127,1.69157662918366,1.94188528764567,-1.31458521973736,0.217239276556854,"0"
1.76009121531576,0.663708421799055,0.872924615948086,-1.21370405085323,1.06712951101893,1.86567329700661,0.68005580843754,0.306048649317118,1.48031416856994,2.46630994450659,2.80169191494121,-1.44737221981437,-0.387327941083875,"0"
1.72390015509394,1.30707725015712,0.530042019759217,-1.00111338835184,1.66342199396387,1.66574204350718,1.3252141885537,0.926162386809909,1.94811728952639,2.24742635695617,1.50468089242522,-1.13072629655381,0.342469592147145,"0"
1.5307514149233,0.650630994458747,-0.327164470712954,-0.0045946578765929,1.08021841220693,1.79694271268203,0.630653605976711,-0.00400821942927807,1.45387478658452,2.25107064149296,2.12830710831423,-1.50252989676943,0.364907781916085,"0"
2.82969597073805,2.33520203569522,0.530042019759217,-1.00111338835184,2.53418328734002,2.41869892764732,2.39785809849611,0.616105518063513,3.04224516712371,2.6127269841104,2.09265079888841,-1.733374989211,-2.76114526758296,"0"
1.85278878995943,0.703655552333151,0.0157181254759143,-0.522784397723723,1.11387249646887,1.84290604163145,0.570545707991468,0.461077083690315,1.39710356970225,1.89218488525398,1.61313972041196,-1.26147041970656,-0.443631671426518,"0"
1.87898389297812,1.22707046428761,1.90157240451469,-1.60851528121295,1.43487863498603,1.90752688298992,0.814027632734137,2.16638986179549,1.27359542959882,2.46193203365903,2.26549146494246,-1.58220209681564,-0.37018103230452,"0"
1.06598896945417,0.272346878986261,0.0157181254759143,-0.522784397723723,0.64257594101254,1.31262927293262,0.497774867100222,-0.159036653802476,1.17982581915152,1.44630022446381,1.96568338800548,-1.36361426591964,-0.251873646899878,"0"
2.79571218118956,2.24429796379719,1.21580721213696,-1.37627338100135,2.36584131920756,2.43109928067184,2.13097380535845,1.5462761243027,2.44265899547705,3.65711254187939,2.30591126274487,-1.56585908142155,0.246636795407731,"0"
-0.150391586263882,-0.305708792659729,-0.498605768807389,0.365540870585643,-0.206139375860577,0.3109184327731,0.0322528619676652,-0.314065088175674,0.279508995379307,0.196894737013453,1.02256525961213,-0.523991850048088,0.410547610398515,"0"
2.46075835155942,1.78185645197876,0.872924615948086,-1.21370405085323,2.06699997129941,2.35290698115192,1.83318565999786,1.2362192555563,2.46986638329395,2.28885074794278,1.88680097655422,-1.58220209681564,-3.69751495036591,"0"
2.96032239441883,2.43536048137569,1.90157240451469,-1.60851528121295,2.47368865025439,2.59415592069596,1.8067036856852,2.16638986179549,2.30193912190831,2.1179549211508,1.28447539597417,-1.82121869695426,-2.84104054167278,"0"
1.30290154595737,0.966612272559067,0.187159423570349,-0.711217030395407,1.32384922291439,1.47440997647766,0.512550351401291,0.616105518063513,1.15221405986004,1.14983632621451,1.73728182603054,-1.26147041970656,-1.04420548329173,"0"
1.14684075755437,0.887740472260087,0.0157181254759143,-0.522784397723723,1.27777768061565,1.27176773832229,0.227614165087244,0.306048649317118,0.928872259058474,0.103953633282351,-0.456665738219083,-0.336047173016013,-2.65822632108737,"0"
3.04362505524898,2.59267253401769,1.38724851023139,-1.4440106018964,2.55319658956821,2.50083236097288,1.95147609178734,1.7013045586759,2.38105482441976,3.1578461465786,2.13534027535918,-1.71907485074117,-2.40316131816684,"0"
2.52138015171787,2.37176165150605,1.55868980832582,-1.50461758901302,2.20889448336984,2.2657673434354,1.94333983985928,1.8563329930491,2.1594083261897,1.79390218001925,1.29690392817693,-1.52091578908779,-3.38628903083436,"0"
2.52812264611271,1.75604700628926,0.701483317853652,-1.1150012432633,1.95630295846197,2.24389346160466,1.54209995261446,1.08119082118311,2.1656945941172,3.80999869378228,2.9500727088937,-1.71090334304413,-1.3549229774899,"0"
2.17141281285652,2.05496607384292,1.55868980832582,-1.50461758901302,2.08047695874804,2.06356675427211,1.7309550645863,1.8563329930491,2.07530224165496,3.22008866337409,3.04252503265862,-1.75584663537788,-0.86118775204367,"0"
3.0137380946553,3.73757444746005,2.9302201930813,-1.82785485363502,3.25077328252743,2.42380230820557,2.99355464738075,3.09656046803468,2.91266798990282,3.02496551430141,1.78093194285449,-1.68434594302872,-1.82557413934312,"0"
3.66893533576909,3.88776896976056,1.90157240451469,-1.60851528121295,3.33863382834378,2.82327841412082,3.19218746054433,2.16638986179549,2.88656354746913,3.19155204222482,1.06487274539049,-1.84981897389392,-3.15143710364914,"0"
0.930116130917037,1.00632815525167,0.530042019759217,-1.00111338835184,1.24127712791161,1.20903833698212,0.756764832042305,0.926162386809909,1.13545972136148,1.31729502136342,1.53179853723501,-0.916224219506331,0.25076666175439,"0"
0.442841449519757,-0.170656001061577,-0.327164470712954,-0.0045946578765929,0.0284303629904223,0.971532451682731,-0.201103452500565,-0.159036653802476,0.151044131250253,0.629493289644467,1.0729761574542,-0.724193788625733,-0.140519781461792,"0"
0.934482298108369,0.557152226598962,0.0157181254759143,-0.522784397723723,0.941678585940789,1.02903275859077,0.311189955729303,0.15102021494392,0.767198386826081,0.994118176911748,1.77587385148452,-1.19814123505444,0.127270465200002,"0"
1.80279595364703,1.22994749249031,0.701483317853652,-1.1150012432633,1.55161913747505,1.92509219502715,0.779597048945683,1.08119082118311,1.35150968737221,2.40168576275288,2.44092863004014,-1.30437083511605,0.361420314201866,"0"
1.33413336069494,0.466205764489851,1.21580721213696,-1.37627338100135,0.719396524158971,1.27728146606813,0.452485660713739,1.5462761243027,0.834248344960374,1.16615869108589,1.48788311296559,-1.02245381956794,0.485948973422852,"0"
2.96923753972535,3.57032372644963,1.90157240451469,-1.60851528121295,3.09732697618569,2.54342627894088,2.61135168710266,2.16638986179549,2.75327973037997,4.34126031843606,3.03515909052895,-1.98464885089519,-3.14783892465893,"0"
2.32853565052148,1.56898141776901,0.872924615948086,-1.21370405085323,1.94249283470006,2.3239024565433,1.16311360292075,1.2362192555563,1.89961476801004,3.20090675434697,2.45326668938726,-1.66391717378611,-0.562429485349233,"0"
2.7821609844735,2.19022726814503,0.530042019759217,-1.00111338835184,2.44980108884079,2.41124512525306,1.74279922183835,0.926162386809909,2.52110659238263,1.68643318890281,1.06602315522233,-1.53521592755762,-3.75559538530414,"0"
1.08613947124298,0.472811619125453,1.04436591404252,-1.30006900749442,0.769175934174265,0.948458068907316,0.778268432674998,1.3912476899295,1.52051838894172,0.199987412537177,0.419360333749972,-0.632264327033957,-2.57794333395239,"0"
1.72112115317617,1.10635305398039,0.358600721664783,-0.868244224288477,1.51576540128987,1.99653589805018,1.01419710580804,0.771133952436711,1.74532225386701,2.0531607995921,1.30535859202641,-1.39017166593504,0.464326717208456,"0"
0.610433656203176,0.228974571896447,-0.327164470712954,-0.0045946578765929,0.567412499663578,0.981370442799374,0.686475855698308,0.15102021494392,1.7140862065491,0.915917503840582,1.36985958441061,-1.11438328115971,0.827734777881304,"0"
0.303746688116599,0.506841308468581,0.358600721664783,-0.868244224288477,0.902147598725067,0.922403424504698,0.567038086076747,0.15102021494392,1.43496848857231,0.88172385951495,1.48383717410807,-0.767094204035228,-0.450697869624638,"0"
3.41456013875538,3.11649110060332,1.21580721213696,-1.37627338100135,3.0229039603465,2.75364360174604,2.75225584779038,1.5462761243027,3.03341433872564,4.22103644060376,2.83349547751509,-1.98873460474372,-2.87314119108859,"0"
2.5997385117956,2.16002140421401,1.04436591404252,-1.30006900749442,2.35635714957269,2.30322088796246,1.76306310754433,1.3912476899295,2.16593675561717,4.08777194668401,2.74097100587845,-1.95400569703127,-0.766173276310829,"0"
